DateTime,kW
25/10/2021 07.45,2064
25/10/2021 08.00,2480
25/10/2021 08.15,2864
25/10/2021 08.30,3216
25/10/2021 08.45,3536
25/10/2021 09.00,3840
25/10/2021 09.15,4096
25/10/2021 09.30,4336
25/10/2021 09.45,4528
25/10/2021 10.00,4696
25/10/2021 10.15,4856
25/10/2021 10.30,5016
25/10/2021 10.45,5136
25/10/2021 11.00,5072
25/10/2021 11.15,5128
25/10/2021 11.30,5272
25/10/2021 11.45,5312
25/10/2021 12.00,5304
25/10/2021 12.15,5288
25/10/2021 12.30,5240
25/10/2021 12.45,5168
25/10/2021 13.00,4768
25/10/2021 13.15,5056
25/10/2021 13.30,4536
25/10/2021 13.45,4120
25/10/2021 14.00,4656
25/10/2021 14.15,3560
25/10/2021 14.30,4144
25/10/2021 14.45,3520
25/10/2021 15.00,3688
25/10/2021 15.15,3248
25/10/2021 15.30,2608
25/10/2021 15.45,1952
25/10/2021 16.00,1504
25/10/2021 16.15,560
25/10/2021 16.30,1328
25/10/2021 16.45,1096
25/10/2021 17.00,320
25/10/2021 17.15,312
25/10/2021 17.30,152
25/10/2021 17.45,32
25/10/2021 18.00,0
25/10/2021 18.15,0
25/10/2021 18.30,0
25/10/2021 18.45,0
25/10/2021 19.00,0
25/10/2021 19.15,0
25/10/2021 19.30,0
25/10/2021 19.45,0
25/10/2021 20.00,0
25/10/2021 20.15,0
25/10/2021 20.30,0
25/10/2021 20.45,0
25/10/2021 21.00,0
25/10/2021 21.15,0
25/10/2021 21.30,0
25/10/2021 21.45,0
25/10/2021 22.00,0
25/10/2021 22.15,0
25/10/2021 22.30,0
25/10/2021 22.45,0
25/10/2021 23.00,0
25/10/2021 23.15,0
25/10/2021 23.30,0
25/10/2021 23.45,0
25/10/2021 24.00,0
26/10/2021 00.15,0
26/10/2021 00.30,0
26/10/2021 00.45,0
26/10/2021 01.00,0
26/10/2021 01.15,0
26/10/2021 01.30,0
26/10/2021 01.45,0
26/10/2021 02.00,0
26/10/2021 02.15,0
26/10/2021 02.30,0
26/10/2021 02.45,0
26/10/2021 03.00,0
26/10/2021 03.15,0
26/10/2021 03.30,0
26/10/2021 03.45,0
26/10/2021 04.00,0
26/10/2021 04.15,0
26/10/2021 04.30,0
26/10/2021 04.45,0
26/10/2021 05.00,0
26/10/2021 05.15,0
26/10/2021 05.30,0
26/10/2021 05.45,0
26/10/2021 06.00,0
26/10/2021 06.15,8
26/10/2021 06.30,80
26/10/2021 06.45,304
26/10/2021 07.00,624
26/10/2021 07.15,1088
26/10/2021 07.30,1512
26/10/2021 07.45,1944
26/10/2021 08.00,2320
26/10/2021 08.15,2720
26/10/2021 08.30,3088
26/10/2021 08.45,3416
26/10/2021 09.00,3712
26/10/2021 09.15,4000
26/10/2021 09.30,4232
26/10/2021 09.45,4448
26/10/2021 10.00,4624
26/10/2021 10.15,4760
26/10/2021 10.30,4912
26/10/2021 10.45,5056
26/10/2021 11.00,5224
26/10/2021 11.15,5304
26/10/2021 11.30,5472
26/10/2021 11.45,4552
26/10/2021 12.00,5704
26/10/2021 12.15,4840
26/10/2021 12.30,4592
26/10/2021 12.45,2728
26/10/2021 13.00,2640
26/10/2021 13.15,3024
26/10/2021 13.30,4200
26/10/2021 13.45,4496
26/10/2021 14.00,4056
26/10/2021 14.15,3696
26/10/2021 14.30,3216
26/10/2021 14.45,4128
26/10/2021 15.00,3616
26/10/2021 15.15,3288
26/10/2021 15.30,2680
26/10/2021 15.45,2800
26/10/2021 16.00,2176
26/10/2021 16.15,2184
26/10/2021 16.30,1736
26/10/2021 16.45,1336
26/10/2021 17.00,912
26/10/2021 17.15,544
26/10/2021 17.30,208
26/10/2021 17.45,48
26/10/2021 18.00,0
26/10/2021 18.15,0
26/10/2021 18.30,0
26/10/2021 18.45,0
26/10/2021 19.00,0
26/10/2021 19.15,0
26/10/2021 19.30,0
26/10/2021 19.45,0
26/10/2021 20.00,0
26/10/2021 20.15,0
26/10/2021 20.30,0
26/10/2021 20.45,0
26/10/2021 21.00,0
26/10/2021 21.15,0
26/10/2021 21.30,0
26/10/2021 21.45,0
26/10/2021 22.00,0
26/10/2021 22.15,0
26/10/2021 22.30,0
26/10/2021 22.45,0
26/10/2021 23.00,0
26/10/2021 23.15,0
26/10/2021 23.30,0
26/10/2021 23.45,0
26/10/2021 24.00,0
27/10/2021 00.15,0
27/10/2021 00.30,0
27/10/2021 00.45,0
27/10/2021 01.00,0
27/10/2021 01.15,0
27/10/2021 01.30,0
27/10/2021 01.45,0
27/10/2021 02.00,0
27/10/2021 02.15,0
27/10/2021 02.30,0
27/10/2021 02.45,0
27/10/2021 03.00,0
27/10/2021 03.15,0
27/10/2021 03.30,0
27/10/2021 03.45,0
27/10/2021 04.00,0
27/10/2021 04.15,0
27/10/2021 04.30,0
27/10/2021 04.45,0
27/10/2021 05.00,0
27/10/2021 05.15,0
27/10/2021 05.30,0
27/10/2021 05.45,0
27/10/2021 06.00,0
27/10/2021 06.15,16
27/10/2021 06.30,152
27/10/2021 06.45,424
27/10/2021 07.00,816
27/10/2021 07.15,1152
27/10/2021 07.30,1568
27/10/2021 07.45,1768
27/10/2021 08.00,2288
27/10/2021 08.15,2832
27/10/2021 08.30,3144
27/10/2021 08.45,3376
27/10/2021 09.00,3600
27/10/2021 09.15,3720
27/10/2021 09.30,4224
27/10/2021 09.45,4568
27/10/2021 10.00,4328
27/10/2021 10.15,4608
27/10/2021 10.30,4848
27/10/2021 10.45,5120
27/10/2021 11.00,5232
27/10/2021 11.15,5288
27/10/2021 11.30,5152
27/10/2021 11.45,5264
27/10/2021 12.00,5272
27/10/2021 12.15,5304
27/10/2021 12.30,5464
27/10/2021 12.45,5192
27/10/2021 13.00,4784
27/10/2021 13.15,4696
27/10/2021 13.30,4280
27/10/2021 13.45,4320
27/10/2021 14.00,4176
27/10/2021 14.15,3816
27/10/2021 14.30,3760
27/10/2021 14.45,3728
27/10/2021 15.00,3576
27/10/2021 15.15,3328
27/10/2021 15.30,2896
27/10/2021 15.45,2384
27/10/2021 16.00,2632
27/10/2021 16.15,1568
27/10/2021 16.30,664
27/10/2021 16.45,392
27/10/2021 17.00,216
27/10/2021 17.15,112
27/10/2021 17.30,40
27/10/2021 17.45,0
27/10/2021 18.00,0
27/10/2021 18.15,0
27/10/2021 18.30,0
27/10/2021 18.45,0
27/10/2021 19.00,0
27/10/2021 19.15,0
27/10/2021 19.30,0
27/10/2021 19.45,0
27/10/2021 20.00,0
27/10/2021 20.15,0
27/10/2021 20.30,0
27/10/2021 20.45,0
27/10/2021 21.00,0
27/10/2021 21.15,0
27/10/2021 21.30,0
27/10/2021 21.45,0
27/10/2021 22.00,0
27/10/2021 22.15,0
27/10/2021 22.30,0
27/10/2021 22.45,0
27/10/2021 23.00,0
27/10/2021 23.15,0
27/10/2021 23.30,0
27/10/2021 23.45,0
27/10/2021 24.00,0
28/10/2021 00.15,0
28/10/2021 00.30,0
28/10/2021 00.45,0
28/10/2021 01.00,0
28/10/2021 01.15,0
28/10/2021 01.30,0
28/10/2021 01.45,0
28/10/2021 02.00,0
28/10/2021 02.15,0
28/10/2021 02.30,0
28/10/2021 02.45,0
28/10/2021 03.00,0
28/10/2021 03.15,0
28/10/2021 03.30,0
28/10/2021 03.45,0
28/10/2021 04.00,0
28/10/2021 04.15,0
28/10/2021 04.30,0
28/10/2021 04.45,0
28/10/2021 05.00,0
28/10/2021 05.15,0
28/10/2021 05.30,0
28/10/2021 05.45,0
28/10/2021 06.00,0
28/10/2021 06.15,0
28/10/2021 06.30,0
28/10/2021 06.45,24
28/10/2021 07.00,48
28/10/2021 07.15,152
28/10/2021 07.30,336
28/10/2021 07.45,280
28/10/2021 08.00,568
28/10/2021 08.15,648
28/10/2021 08.30,640
28/10/2021 08.45,1080
28/10/2021 09.00,1328
28/10/2021 09.15,1744
28/10/2021 09.30,1648
28/10/2021 09.45,2912
28/10/2021 10.00,2280
28/10/2021 10.15,1264
28/10/2021 10.30,1128
28/10/2021 10.45,1248
28/10/2021 11.00,1104
28/10/2021 11.15,1872
28/10/2021 11.30,2544
28/10/2021 11.45,4232
28/10/2021 12.00,4352
28/10/2021 12.15,1960
28/10/2021 12.30,1104
28/10/2021 12.45,1968
28/10/2021 13.00,1664
28/10/2021 13.15,2136
28/10/2021 13.30,3784
28/10/2021 13.45,3648
28/10/2021 14.00,1952
28/10/2021 14.15,1560
28/10/2021 14.30,776
28/10/2021 14.45,472
28/10/2021 15.00,288
28/10/2021 15.15,288
28/10/2021 15.30,944
28/10/2021 15.45,1200
28/10/2021 16.00,544
28/10/2021 16.15,384
28/10/2021 16.30,504
28/10/2021 16.45,520
28/10/2021 17.00,208
28/10/2021 17.15,160
28/10/2021 17.30,64
28/10/2021 17.45,8
28/10/2021 18.00,0
28/10/2021 18.15,0
28/10/2021 18.30,0
28/10/2021 18.45,0
28/10/2021 19.00,0
28/10/2021 19.15,0
28/10/2021 19.30,0
28/10/2021 19.45,0
28/10/2021 20.00,0
28/10/2021 20.15,0
28/10/2021 20.30,0
28/10/2021 20.45,0
28/10/2021 21.00,0
28/10/2021 21.15,0
28/10/2021 21.30,0
28/10/2021 21.45,0
28/10/2021 22.00,0
28/10/2021 22.15,0
28/10/2021 22.30,0
28/10/2021 22.45,0
28/10/2021 23.00,0
28/10/2021 23.15,0
28/10/2021 23.30,0
28/10/2021 23.45,0
28/10/2021 24.00,0
29/10/2021 00.15,0
29/10/2021 00.30,0
29/10/2021 00.45,0
29/10/2021 01.00,0
29/10/2021 01.15,0
29/10/2021 01.30,0
29/10/2021 01.45,0
29/10/2021 02.00,0
29/10/2021 02.15,0
29/10/2021 02.30,0
29/10/2021 02.45,0
29/10/2021 03.00,0
29/10/2021 03.15,0
29/10/2021 03.30,0
29/10/2021 03.45,0
29/10/2021 04.00,0
29/10/2021 04.15,0
29/10/2021 04.30,0
29/10/2021 04.45,0
29/10/2021 05.00,0
29/10/2021 05.15,0
29/10/2021 05.30,0
29/10/2021 05.45,0
29/10/2021 06.00,0
29/10/2021 06.15,8
29/10/2021 06.30,64
29/10/2021 06.45,240
29/10/2021 07.00,480
29/10/2021 07.15,872
29/10/2021 07.30,1520
29/10/2021 07.45,1880
29/10/2021 08.00,2184
29/10/2021 08.15,2240
29/10/2021 08.30,2888
29/10/2021 08.45,3304
29/10/2021 09.00,3488
29/10/2021 09.15,2968
29/10/2021 09.30,3896
29/10/2021 09.45,4584
29/10/2021 10.00,4944
29/10/2021 10.15,4016
29/10/2021 10.30,3800
29/10/2021 10.45,3320
29/10/2021 11.00,2808
29/10/2021 11.15,3848
29/10/2021 11.30,3608
29/10/2021 11.45,3088
29/10/2021 12.00,2808
29/10/2021 12.15,3080
29/10/2021 12.30,3240
29/10/2021 12.45,3432
29/10/2021 13.00,2256
29/10/2021 13.15,5360
29/10/2021 13.30,3976
29/10/2021 13.45,3128
29/10/2021 14.00,2920
29/10/2021 14.15,3744
29/10/2021 14.30,4128
29/10/2021 14.45,3032
29/10/2021 15.00,2768
29/10/2021 15.15,3120
29/10/2021 15.30,1648
29/10/2021 15.45,384
29/10/2021 16.00,400
29/10/2021 16.15,640
29/10/2021 16.30,288
29/10/2021 16.45,160
29/10/2021 17.00,72
29/10/2021 17.15,48
29/10/2021 17.30,16
29/10/2021 17.45,0
29/10/2021 18.00,0
29/10/2021 18.15,0
29/10/2021 18.30,0
29/10/2021 18.45,0
29/10/2021 19.00,0
29/10/2021 19.15,0
29/10/2021 19.30,0
29/10/2021 19.45,0
29/10/2021 20.00,0
29/10/2021 20.15,0
29/10/2021 20.30,0
29/10/2021 20.45,0
29/10/2021 21.00,0
29/10/2021 21.15,0
29/10/2021 21.30,0
29/10/2021 21.45,0
29/10/2021 22.00,0
29/10/2021 22.15,0
29/10/2021 22.30,0
29/10/2021 22.45,0
29/10/2021 23.00,0
29/10/2021 23.15,0
29/10/2021 23.30,0
29/10/2021 23.45,0
29/10/2021 24.00,0
30/10/2021 00.15,0
30/10/2021 00.30,0
30/10/2021 00.45,0
30/10/2021 01.00,0
30/10/2021 01.15,0
30/10/2021 01.30,0
30/10/2021 01.45,0
30/10/2021 02.00,0
30/10/2021 02.15,0
30/10/2021 02.30,0
30/10/2021 02.45,0
30/10/2021 03.00,0
30/10/2021 03.15,0
30/10/2021 03.30,0
30/10/2021 03.45,0
30/10/2021 04.00,0
30/10/2021 04.15,0
30/10/2021 04.30,0
30/10/2021 04.45,0
30/10/2021 05.00,0
30/10/2021 05.15,0
30/10/2021 05.30,0
30/10/2021 05.45,0
30/10/2021 06.00,0
30/10/2021 06.15,8
30/10/2021 06.30,72
30/10/2021 06.45,272
30/10/2021 07.00,712
30/10/2021 07.15,1120
30/10/2021 07.30,1576
30/10/2021 07.45,2024
30/10/2021 08.00,2400
30/10/2021 08.15,2776
30/10/2021 08.30,3120
30/10/2021 08.45,3448
30/10/2021 09.00,3736
30/10/2021 09.15,3928
30/10/2021 09.30,4264
30/10/2021 09.45,4504
30/10/2021 10.00,4576
30/10/2021 10.15,3536
30/10/2021 10.30,3408
30/10/2021 10.45,2736
30/10/2021 11.00,3448
30/10/2021 11.15,5032
30/10/2021 11.30,4000
30/10/2021 11.45,3704
30/10/2021 12.00,4456
30/10/2021 12.15,2472
30/10/2021 12.30,2464
30/10/2021 12.45,4456
30/10/2021 13.00,4488
30/10/2021 13.15,4664
30/10/2021 13.30,4856
30/10/2021 13.45,2328
30/10/2021 14.00,2152
30/10/2021 14.15,1320
30/10/2021 14.30,720
30/10/2021 14.45,3312
30/10/2021 15.00,3168
30/10/2021 15.15,2408
30/10/2021 15.30,2992
30/10/2021 15.45,2672
30/10/2021 16.00,2296
30/10/2021 16.15,1912
30/10/2021 16.30,1432
30/10/2021 16.45,1112
30/10/2021 17.00,536
30/10/2021 17.15,232
30/10/2021 17.30,32
30/10/2021 17.45,0
30/10/2021 18.00,0
30/10/2021 18.15,0
30/10/2021 18.30,0
30/10/2021 18.45,0
30/10/2021 19.00,0
30/10/2021 19.15,0
30/10/2021 19.30,0
30/10/2021 19.45,0
30/10/2021 20.00,0
30/10/2021 20.15,0
30/10/2021 20.30,0
30/10/2021 20.45,0
30/10/2021 21.00,0
30/10/2021 21.15,0
30/10/2021 21.30,0
30/10/2021 21.45,0
30/10/2021 22.00,0
30/10/2021 22.15,0
30/10/2021 22.30,0
30/10/2021 22.45,0
30/10/2021 23.00,0
30/10/2021 23.15,0
30/10/2021 23.30,0
30/10/2021 23.45,0
30/10/2021 24.00,0
31/10/2021 00.15,0
31/10/2021 00.30,0
31/10/2021 00.45,0
31/10/2021 01.00,0
31/10/2021 01.15,0
31/10/2021 01.30,0
31/10/2021 01.45,0
31/10/2021 02.00,0
31/10/2021 02.15,0
31/10/2021 02.30,0
31/10/2021 02.45,0
31/10/2021 03.00,0
31/10/2021 03.15,0
31/10/2021 03.30,0
31/10/2021 03.45,0
31/10/2021 04.00,0
31/10/2021 04.15,0
31/10/2021 04.30,0
31/10/2021 04.45,0
31/10/2021 05.00,0
31/10/2021 05.15,0
31/10/2021 05.30,0
31/10/2021 05.45,0
31/10/2021 06.00,0
31/10/2021 06.15,8
31/10/2021 06.30,72
31/10/2021 06.45,240
31/10/2021 07.00,744
31/10/2021 07.15,1136
31/10/2021 07.30,1568
31/10/2021 07.45,1984
31/10/2021 08.00,2392
31/10/2021 08.15,2768
31/10/2021 08.30,3120
31/10/2021 08.45,3424
31/10/2021 09.00,3688
31/10/2021 09.15,3984
31/10/2021 09.30,4208
31/10/2021 09.45,4400
31/10/2021 10.00,4608
31/10/2021 10.15,4824
31/10/2021 10.30,5024
31/10/2021 10.45,4952
31/10/2021 11.00,3992
31/10/2021 11.15,2400
31/10/2021 11.30,2736
31/10/2021 11.45,3144
31/10/2021 12.00,5328
31/10/2021 12.15,4224
31/10/2021 12.30,1544
31/10/2021 12.45,3544
31/10/2021 13.00,4656
31/10/2021 13.15,2216
31/10/2021 13.30,3712
31/10/2021 13.45,5328
31/10/2021 14.00,1312
31/10/2021 14.15,1304
31/10/2021 14.30,4000
31/10/2021 14.45,3776
31/10/2021 15.00,3424
31/10/2021 15.15,3288
31/10/2021 15.30,976
31/10/2021 15.45,1376
31/10/2021 16.00,1784
31/10/2021 16.15,1968
31/10/2021 16.30,1392
31/10/2021 16.45,952
31/10/2021 17.00,584
31/10/2021 17.15,128
31/10/2021 17.30,24
31/10/2021 17.45,0
31/10/2021 18.00,0
31/10/2021 18.15,0
31/10/2021 18.30,0
31/10/2021 18.45,0
31/10/2021 19.00,0
31/10/2021 19.15,0
31/10/2021 19.30,0
31/10/2021 19.45,0
31/10/2021 20.00,0
31/10/2021 20.15,0
31/10/2021 20.30,0
31/10/2021 20.45,0
31/10/2021 21.00,0
31/10/2021 21.15,0
31/10/2021 21.30,0
31/10/2021 21.45,0
31/10/2021 22.00,0
31/10/2021 22.15,0
31/10/2021 22.30,0
31/10/2021 22.45,0
31/10/2021 23.00,0
31/10/2021 23.15,0
31/10/2021 23.30,0
31/10/2021 23.45,0
31/10/2021 24.00,0
01/11/2021 00.15,0
01/11/2021 00.30,0
01/11/2021 00.45,0
01/11/2021 01.00,0
01/11/2021 01.15,0
01/11/2021 01.30,0
01/11/2021 01.45,0
01/11/2021 02.00,0
01/11/2021 02.15,0
01/11/2021 02.30,0
01/11/2021 02.45,0
01/11/2021 03.00,0
01/11/2021 03.15,0
01/11/2021 03.30,0
01/11/2021 03.45,0
01/11/2021 04.00,0
01/11/2021 04.15,0
01/11/2021 04.30,0
01/11/2021 04.45,0
01/11/2021 05.00,0
01/11/2021 05.15,0
01/11/2021 05.30,0
01/11/2021 05.45,0
01/11/2021 06.00,0
01/11/2021 06.15,0
01/11/2021 06.30,56
01/11/2021 06.45,112
01/11/2021 07.00,456
01/11/2021 07.15,832
01/11/2021 07.30,1496
01/11/2021 07.45,1976
01/11/2021 08.00,2080
01/11/2021 08.15,2712
01/11/2021 08.30,3168
01/11/2021 08.45,3200
01/11/2021 09.00,3632
01/11/2021 09.15,3584
01/11/2021 09.30,4144
01/11/2021 09.45,4336
01/11/2021 10.00,3896
01/11/2021 10.15,4384
01/11/2021 10.30,4432
01/11/2021 10.45,2416
01/11/2021 11.00,2768
01/11/2021 11.15,3928
01/11/2021 11.30,4304
01/11/2021 11.45,4576
01/11/2021 12.00,2952
01/11/2021 12.15,2680
01/11/2021 12.30,5296
01/11/2021 12.45,5568
01/11/2021 13.00,4288
01/11/2021 13.15,3888
01/11/2021 13.30,4728
01/11/2021 13.45,4800
01/11/2021 14.00,4584
01/11/2021 14.15,3792
01/11/2021 14.30,3512
01/11/2021 14.45,3904
01/11/2021 15.00,3168
01/11/2021 15.15,2720
01/11/2021 15.30,2008
01/11/2021 15.45,2608
01/11/2021 16.00,2176
01/11/2021 16.15,1776
01/11/2021 16.30,1360
01/11/2021 16.45,976
01/11/2021 17.00,600
01/11/2021 17.15,192
01/11/2021 17.30,16
01/11/2021 17.45,0
01/11/2021 18.00,0
01/11/2021 18.15,0
01/11/2021 18.30,0
01/11/2021 18.45,0
01/11/2021 19.00,0
01/11/2021 19.15,0
01/11/2021 19.30,0
01/11/2021 19.45,0
01/11/2021 20.00,0
01/11/2021 20.15,0
01/11/2021 20.30,0
01/11/2021 20.45,0
01/11/2021 21.00,0
01/11/2021 21.15,0
01/11/2021 21.30,0
01/11/2021 21.45,0
01/11/2021 22.00,0
01/11/2021 22.15,0
01/11/2021 22.30,0
01/11/2021 22.45,0
01/11/2021 23.00,0
01/11/2021 23.15,0
01/11/2021 23.30,0
01/11/2021 23.45,0
01/11/2021 24.00,0
02/11/2021 00.15,0
02/11/2021 00.30,0
02/11/2021 00.45,0
02/11/2021 01.00,0
02/11/2021 01.15,0
02/11/2021 01.30,0
02/11/2021 01.45,0
02/11/2021 02.00,0
02/11/2021 02.15,0
02/11/2021 02.30,0
02/11/2021 02.45,0
02/11/2021 03.00,0
02/11/2021 03.15,0
02/11/2021 03.30,0
02/11/2021 03.45,0
02/11/2021 04.00,0
02/11/2021 04.15,0
02/11/2021 04.30,0
02/11/2021 04.45,0
02/11/2021 05.00,0
02/11/2021 05.15,0
02/11/2021 05.30,0
02/11/2021 05.45,0
02/11/2021 06.00,0
02/11/2021 06.15,0
02/11/2021 06.30,80
02/11/2021 06.45,232
02/11/2021 07.00,712
02/11/2021 07.15,1152
02/11/2021 07.30,1568
02/11/2021 07.45,1992
02/11/2021 08.00,2384
02/11/2021 08.15,2712
02/11/2021 08.30,3024
02/11/2021 08.45,3304
02/11/2021 09.00,3616
02/11/2021 09.15,3552
02/11/2021 09.30,3936
02/11/2021 09.45,4264
02/11/2021 10.00,4608
02/11/2021 10.15,4472
02/11/2021 10.30,4760
02/11/2021 10.45,4464
02/11/2021 11.00,4320
02/11/2021 11.15,4136
02/11/2021 11.30,4640
02/11/2021 11.45,3888
02/11/2021 12.00,2648
02/11/2021 12.15,2800
02/11/2021 12.30,3472
02/11/2021 12.45,4856
02/11/2021 13.00,4448
02/11/2021 13.15,3968
02/11/2021 13.30,3648
02/11/2021 13.45,2672
02/11/2021 14.00,3400
02/11/2021 14.15,4080
02/11/2021 14.30,3872
02/11/2021 14.45,3616
02/11/2021 15.00,2728
02/11/2021 15.15,3456
02/11/2021 15.30,2496
02/11/2021 15.45,1096
02/11/2021 16.00,2144
02/11/2021 16.15,1760
02/11/2021 16.30,1328
02/11/2021 16.45,952
02/11/2021 17.00,568
02/11/2021 17.15,256
02/11/2021 17.30,48
02/11/2021 17.45,0
02/11/2021 18.00,0
02/11/2021 18.15,0
02/11/2021 18.30,0
02/11/2021 18.45,0
02/11/2021 19.00,0
02/11/2021 19.15,0
02/11/2021 19.30,0
02/11/2021 19.45,0
02/11/2021 20.00,0
02/11/2021 20.15,0
02/11/2021 20.30,0
02/11/2021 20.45,0
02/11/2021 21.00,0
02/11/2021 21.15,0
02/11/2021 21.30,0
02/11/2021 21.45,0
02/11/2021 22.00,0
02/11/2021 22.15,0
02/11/2021 22.30,0
02/11/2021 22.45,0
02/11/2021 23.00,0
02/11/2021 23.15,0
02/11/2021 23.30,0
02/11/2021 23.45,0
02/11/2021 24.00,0
03/11/2021 00.15,0
03/11/2021 00.30,0
03/11/2021 00.45,0
03/11/2021 01.00,0
03/11/2021 01.15,0
03/11/2021 01.30,0
03/11/2021 01.45,0
03/11/2021 02.00,0
03/11/2021 02.15,0
03/11/2021 02.30,0
03/11/2021 02.45,0
03/11/2021 03.00,0
03/11/2021 03.15,0
03/11/2021 03.30,0
03/11/2021 03.45,0
03/11/2021 04.00,0
03/11/2021 04.15,0
03/11/2021 04.30,0
03/11/2021 04.45,0
03/11/2021 05.00,0
03/11/2021 05.15,0
03/11/2021 05.30,0
03/11/2021 05.45,0
03/11/2021 06.00,0
03/11/2021 06.15,8
03/11/2021 06.30,96
03/11/2021 06.45,208
03/11/2021 07.00,528
03/11/2021 07.15,984
03/11/2021 07.30,1432
03/11/2021 07.45,1968
03/11/2021 08.00,2400
03/11/2021 08.15,2800
03/11/2021 08.30,3176
03/11/2021 08.45,3448
03/11/2021 09.00,3616
03/11/2021 09.15,4048
03/11/2021 09.30,4216
03/11/2021 09.45,4432
03/11/2021 10.00,4680
03/11/2021 10.15,4656
03/11/2021 10.30,4528
03/11/2021 10.45,4400
03/11/2021 11.00,4688
03/11/2021 11.15,4112
03/11/2021 11.30,4504
03/11/2021 11.45,5280
03/11/2021 12.00,5232
03/11/2021 12.15,4544
03/11/2021 12.30,5584
03/11/2021 12.45,4192
03/11/2021 13.00,5152
03/11/2021 13.15,4808
03/11/2021 13.30,4968
03/11/2021 13.45,4848
03/11/2021 14.00,3752
03/11/2021 14.15,4192
03/11/2021 14.30,3872
03/11/2021 14.45,2496
03/11/2021 15.00,3624
03/11/2021 15.15,3168
03/11/2021 15.30,2728
03/11/2021 15.45,1936
03/11/2021 16.00,1104
03/11/2021 16.15,1792
03/11/2021 16.30,1360
03/11/2021 16.45,944
03/11/2021 17.00,464
03/11/2021 17.15,144
03/11/2021 17.30,56
03/11/2021 17.45,0
03/11/2021 18.00,0
03/11/2021 18.15,0
03/11/2021 18.30,0
03/11/2021 18.45,0
03/11/2021 19.00,0
03/11/2021 19.15,0
03/11/2021 19.30,0
03/11/2021 19.45,0
03/11/2021 20.00,0
03/11/2021 20.15,0
03/11/2021 20.30,0
03/11/2021 20.45,0
03/11/2021 21.00,0
03/11/2021 21.15,0
03/11/2021 21.30,0
03/11/2021 21.45,0
03/11/2021 22.00,0
03/11/2021 22.15,0
03/11/2021 22.30,0
03/11/2021 22.45,0
03/11/2021 23.00,0
03/11/2021 23.15,0
03/11/2021 23.30,0
03/11/2021 23.45,0
03/11/2021 24.00,0
04/11/2021 00.15,0
04/11/2021 00.30,0
04/11/2021 00.45,0
04/11/2021 01.00,0
04/11/2021 01.15,0
04/11/2021 01.30,0
04/11/2021 01.45,0
04/11/2021 02.00,0
04/11/2021 02.15,0
04/11/2021 02.30,0
04/11/2021 02.45,0
04/11/2021 03.00,0
04/11/2021 03.15,0
04/11/2021 03.30,0
04/11/2021 03.45,0
04/11/2021 04.00,0
04/11/2021 04.15,0
04/11/2021 04.30,0
04/11/2021 04.45,0
04/11/2021 05.00,0
04/11/2021 05.15,0
04/11/2021 05.30,0
04/11/2021 05.45,0
04/11/2021 06.00,0
04/11/2021 06.15,0
04/11/2021 06.30,64
04/11/2021 06.45,216
04/11/2021 07.00,704
04/11/2021 07.15,1168
04/11/2021 07.30,1560
04/11/2021 07.45,1976
04/11/2021 08.00,2464
04/11/2021 08.15,2696
04/11/2021 08.30,2856
04/11/2021 08.45,3232
04/11/2021 09.00,3520
04/11/2021 09.15,3784
04/11/2021 09.30,3992
04/11/2021 09.45,4232
04/11/2021 10.00,4576
04/11/2021 10.15,4568
04/11/2021 10.30,4720
04/11/2021 10.45,4912
04/11/2021 11.00,5032
04/11/2021 11.15,5136
04/11/2021 11.30,5144
04/11/2021 11.45,5080
04/11/2021 12.00,4960
04/11/2021 12.15,5072
04/11/2021 12.30,4968
04/11/2021 12.45,4960
04/11/2021 13.00,5008
04/11/2021 13.15,4800
04/11/2021 13.30,4888
04/11/2021 13.45,3648
04/11/2021 14.00,3968
04/11/2021 14.15,4408
04/11/2021 14.30,3096
04/11/2021 14.45,4056
04/11/2021 15.00,3808
04/11/2021 15.15,3168
04/11/2021 15.30,2736
04/11/2021 15.45,2376
04/11/2021 16.00,1200
04/11/2021 16.15,872
04/11/2021 16.30,568
04/11/2021 16.45,336
04/11/2021 17.00,240
04/11/2021 17.15,144
04/11/2021 17.30,48
04/11/2021 17.45,0
04/11/2021 18.00,0
04/11/2021 18.15,0
04/11/2021 18.30,0
04/11/2021 18.45,0
04/11/2021 19.00,0
04/11/2021 19.15,0
04/11/2021 19.30,0
04/11/2021 19.45,0
04/11/2021 20.00,0
04/11/2021 20.15,0
04/11/2021 20.30,0
04/11/2021 20.45,0
04/11/2021 21.00,0
04/11/2021 21.15,0
04/11/2021 21.30,0
04/11/2021 21.45,0
04/11/2021 22.00,0
04/11/2021 22.15,0
04/11/2021 22.30,0
04/11/2021 22.45,0
04/11/2021 23.00,0
04/11/2021 23.15,0
04/11/2021 23.30,0
04/11/2021 23.45,0
04/11/2021 24.00,0
05/11/2021 00.15,0
05/11/2021 00.30,0
05/11/2021 00.45,0
05/11/2021 01.00,0
05/11/2021 01.15,0
05/11/2021 01.30,0
05/11/2021 01.45,0
05/11/2021 02.00,0
05/11/2021 02.15,0
05/11/2021 02.30,0
05/11/2021 02.45,0
05/11/2021 03.00,0
05/11/2021 03.15,0
05/11/2021 03.30,0
05/11/2021 03.45,0
05/11/2021 04.00,0
05/11/2021 04.15,0
05/11/2021 04.30,0
05/11/2021 04.45,0
05/11/2021 05.00,0
